"comment_author","comment_date","comment_text"
"Mahendiran Gopal","2023-01-05T11:01:12Z","Developed countries are responsible."
"craigenputtock","2023-01-05T07:49:38Z","And not a word about overpopulation, which is the real root of the problem?"
"DalbertTV","2023-01-05T02:49:05Z","Here is the problem.....since the last Ice Age the temperature already rose by 20-25 degrees and yet....life is still present and Earth hasn't turned into Venus 🤨"
"Mat Ricci","2023-01-04T12:43:19Z","It's already too late"
"Anon Viewer","2023-01-03T15:40:21Z","This is just footage of stuff that's already happening. Where are the speculative scenarios? 

That's a minute I'm not getting back. Thanks, Economist."
"John Sincek","2023-01-03T03:41:41Z","Overpopulation"
"The word abortion is NOT in the KKKible.","2023-01-02T12:23:21Z","Does it vote -Republican- RepublicQAnon; answer Me yes or no. Or is it ashamed to admit that it is an insane, suicidal, AOC and Greta Thunberg removed the word abortion from the _KKBible,_ anti-abortion minion-of Satan?"
"The word abortion is NOT in the KKKible.","2023-01-02T12:18:01Z","Understand that My ONLY goal is to prevent the oceans and My Father's entire planet from being destroyed. You have proved you are not concerned if your children are injured and killed. RATpubliKKKlans have proved they are child-abusers, child-killers, AGW-deniers, mass-murdering, rabid-dogs, and Devil-worshiping-EVILgelicals."
"The word abortion is NOT in the KKKible.","2023-01-02T12:15:39Z","There is nowhere to hide from catastrophic-runaway-anthropogenic-global-warming [CRAGW]."
"The word abortion is NOT in the KKKible.","2023-01-02T12:15:34Z","In millions of tons the world's biggest emitters of CO2: China 9839 USA 5270 India 2467 Russia 1693 Japan 1205 Germany 799 Iran 672 Saudi Arabia 635 Korea 616 Canada 573."
"Green461","2023-01-02T08:17:07Z","More bs propaganda...  Humans didnt cause anything,  we are still in a warming cycle coming out of the ice age... of course its going to get warmer."
"Hercules Colon","2023-01-01T18:41:26Z","It's the oil that there pulling out of the earth what's doing us in everything there saying is just red flags to keep you believeing in carbon imitions."
"Karla Z","2023-01-01T05:48:13Z","To easily understand about this subject all people should read ""The world without end"" Jancovici-Blain."
"MOTUN","2022-12-30T19:20:27Z","We have to work about how we can solve global warming but we are busy with killing each other. All of us will die if we dont put an end to wars"
"swagsupreme","2022-12-30T19:12:49Z","Global warming isn't real...."
"glen paul","2022-12-30T05:52:55Z","Why bother with this alarmist nonsense?  The Earth's climate is always changing and no one knows what will hapoen...another ice age?  warming?  Whatever our planet does its more important that man finds better ways to cope and survive rather than postulate extreme changes and promote fear so some can capitalize on it and take great wealth.  Nothing man can do will change our climate.  It is what it is....period !!"
"Gary Savage","2022-12-30T02:18:39Z","CO2 makes up .0004% of the atmosphere. Maybe you don't understand how absolutely miniscule this is. For reference there are 2 million people in Las Vegas where I live. If we gave 800 people a bright red T-shirt with the letters CO2 emblazoned on it, how long do you think you would have to search to find even one of those T-shirts?

The alarmists seem to think if we could only get that number down to .0003% it would somehow change the climate. Not withstanding it would literally cost hundreds, if not thousands of trillions of dollars and collapse human society as we know it, does this really seem rational? .0001% is the difference between the end of the world and a ""perfect world""?

Seriously how gullible does one have to be to believe this nonsense?"
"evilzombie21","2022-12-28T19:15:44Z","Ice age world"
"The Shamanarchist","2022-12-27T11:20:34Z","No such thing as;
the 'Globe' or
'Globe ball warming'
Agenda 21/Agenda 2030 Club of Rome mass population cull coming to a zombie like YOU, soon...
😘"
"peter gore","2022-12-26T15:10:05Z","Peter Gore Seer,
 But The Jew Science As Created A Demon, His Name Is HAARP,  A New Toy Were Science And Scientists Dictate The Weather. Creating Global Weather."
"SuperFutux","2022-12-25T00:06:53Z","-21C in Chicago rn. Global warming MY @SS!!!"
"3lITE MOL3","2022-12-23T06:21:38Z","I haven’t seen the butterfly’s or fireflies in years. Hardly see the birds migrating. It used to be thousands."
"KelliAnn Winkler","2022-12-22T22:56:42Z","Now show what 3 degrees of global cooling would look like."
"Gary Hendricks","2022-12-22T18:59:45Z","Stop the climate sin tax and get with God's climate change program. 
2 Chronicles 7:13-14
If I shut up the heavens so that there is no rain, or if I command the locust to devour the land, or if I send pestilence among My people, and My people who are called by My name humble themselves and pray and seek My face and turn from their wicked ways, then I will hear from heaven, will forgive their sin and will heal their land.
2 Chronicles 7:13‭-‬14"
"Guillaume Dubois","2022-12-20T23:46:08Z","what i dont get its not global warming its climate change. things like texas going into a deep freeze this friday is pretty f*ck up."
"Ex8","2022-12-20T18:22:53Z","RELAX EVERYONE!!!  You guys need to be patient. In a few years when the miRiNA viscination kicks in, we will exceed that 35 percent limit, especially if countries like canada allow assisted suicide. Relax and follow the science."
"Shahed Shahrear","2022-12-20T16:10:52Z","well puran dhaka opposite riverside from JnU oohweehaha"
"Andy's Garage","2022-12-20T04:28:03Z","Earth has experienced cold periods (or “ice ages”) and warm periods (“interglacials”) on roughly 100,000-year cycles for at least the last 1 million years.Oct 29, 2020"
"♤izhaaq just vibin♡","2022-12-20T00:19:42Z","There are billions of people
8 billion infact.
If all 8 billion people plant 1 tree a day.
In one week we'd have 56 billion trees per week.
We have 7 years left to save the planet.
So? Anyone wanna spread it?.
No need to protest take action instead."
"adisree hashim","2022-12-19T12:32:15Z","جيوهوني"
"lerry😎","2022-12-17T20:30:43Z","We live in a pan de mic 🎤 so I don't care who values the care of"
"MR VANDERSON","2022-12-17T09:08:47Z","Ice age, hot age, ice age, hot age.
It’s just part of the earths cycle"
"Richard Bradley","2022-12-17T06:44:45Z","I have a question why is everyone so worried about this now it's not going to help it never will if you guys would read the Bible you would know in other words our government is just waisting money"
"Gaulish Realist","2022-12-16T15:18:53Z","The population of Africa is projected to increase from 1 billion to 4 billion by the end of the century. That's the biggest environmental threat and it has nothing to do with carbon. As long as the ""experts"" don't even mention it, I don't trust a word they say. Prove me wrong."
"Jaime González","2022-12-15T20:48:23Z","What a way to downplay reality"
"M K","2022-12-15T02:26:58Z","More climate alarmism... Get a fkn grip!"
"Simon Zimmermann","2022-12-14T16:05:44Z","Such horseshit"
"Leigh Couper","2022-12-14T03:27:17Z","Oh no!!! Not another 3 degrees. Better call in the WEF , they'll fix it , we better get an electric car and power it with a coal fired power station.That'll solve the problem. Or, hang on let's all stay at home and go on the universal wage. I am sick of all this fear mongering."
"J Lang","2022-12-13T07:35:45Z","Lol. Yeah ok"
"Donnny Donowitz","2022-12-13T00:39:17Z","Democrats say they can clean up the planet but they can't even clean up their own cities. 
They're primates throwing their feces and screaming the sky is falling."
"Pauline van der Hoff","2022-12-12T23:47:53Z","I'm 69, and live in the UK. I can honestly say that I've noticed no difference in weather here. In fact I remember summers that were warmer than those of today. A hot summer here now is a rarity,  however I live in the cooler far west of England now as opposed to the warmer east, near London. We could do with some warming right now actually, it's bleddy freezing!"
"Char Harn","2022-12-12T22:39:53Z","To this day there is no link to CO2 and temperature change all data shows from core samples of past event that showed high CO2 levels there where no temperature variations this is the basis for the hoax."
"Ex8","2022-12-12T19:33:36Z","Do not look to government for help, they are more likely to poison you with an injection to reduce the carbon emission, than banning themselves from traveling on a plane to reduce carbon emmision."
