"comment_author","comment_date","comment_text"
"Peter c","2023-01-04T02:32:29Z","It always amazes me how these climate change activists become very vocal, but quite often don’t practice what they preach."
"David Corbett","2023-01-03T22:14:28Z","The planet was 8 degrees warmer for millions of years before and it was all rain forest as healthy planet. So it can be a better balance than desert or rain forest or better than too many extreme s happenings"
"David Corbett","2023-01-03T22:12:31Z","If u are not talking about otherside players push jerking us n weather around them u are not telling all the truth"
"JonWickedTV","2023-01-03T20:18:41Z","I cant with people anymore, most of you are just sheep with no real ability to think for yourselves, and let me put it to you in very simple terms, the reason so many scientists believe in this is not for nothing, its because science doesn't have any biases, there are cases where we have been wrong in science but not in this case bc theres simply so much evidence that the planet has only continued to heat up, and it would check out if overpopulation and mass polution are 2 huge problems, and people are gonna seriously sit around in their fantasy world where our problems just dont exsist, how exactly does anyone think that with 8 billion people and growing, and every kind of garbage and pollutant being dumped into the atmosphere all the time and everyday, that somehow someway its fine bro, its all good, theres nothing to worry about and everythings fine, which to me as an unbiased, unindoctrinated, independent, free thinker sounds like big oil companies indoctrinating you to believe its not so bad so youll keep lining their pockets everytime you buy gas, wake up sheeple"
"Jeff Woolyhand","2023-01-03T18:08:54Z","I think we should let King of the Hill Hank settle it he sells propane and propane accessories😁"
"Jeff Woolyhand","2023-01-03T18:07:29Z","True why don't they change all the black asphalt and make it with white concrete makes more sense"
"James Deihl","2023-01-03T17:59:46Z","What a load of crap! Everyone who believe this are as stupid as Biden !
If you believe Biden your really stupid!"
"Who Do","2023-01-03T17:57:24Z","There is no truth in whatever they call the scam of the century…"
"zmanpocsi","2023-01-03T16:39:22Z","Lott scientist make a good living on the biggest stupidity of the science.obama spend millions de $ for a place who going to be under waters in 10 years."
"tadrjbs","2023-01-03T14:49:10Z","It's simple, will you believe what man says or what God says. On this subject, read what GOD says...Genesis 8:22....Moses <><"
"ScoutSixty","2023-01-03T10:21:00Z","The truth about climate change is they causing it with climate engineering."
"M'agape Farms Homestead","2023-01-03T02:51:34Z","What greater proof do we need that he was lieing than the purchase of his home on the water front?? If they did anything then it has already worked if they did nothing then it was always and is still nothing but a lie to get power and money from people!!!"
"Paul Vaughn","2023-01-03T00:41:20Z","Look what it all comes down to they want to text your ass so a lot of the weirdos in California the socialist, the Democrats a lot of the young people suck all their lies up and they just want to text your ass that’s it I’m like who want to text you what God gives you for free and here in California they want to push out God from everything"
"Rick","2023-01-03T00:33:13Z","Eliminate all private planes in our country.
Stop all politicians from flying use video conference....
I'm sorry they want the people to change not them...."
"Good Dog Nigel","2023-01-02T22:58:14Z","Ringing the alarm bell is music to a politician’s ears and tons of money in his bank account. 
The top two goals of alarmist politicians are as follows: 
1. Get elected 
2 Stay elected"
"aDBo'Ch 1","2023-01-02T21:15:50Z","1:37"
"Richard","2023-01-02T20:41:30Z","It is time to start speaking the truth!  We need to stop this green madness"
"Falcor The Wonder Dog","2023-01-02T19:32:05Z","They used to call it global warming until someone proved the globe was actually cooling. Then they changed the name to Climate Change. It's the biggest lie ever told and stupid people who watch TV believe what ever you tell them."
"Falcor The Wonder Dog","2023-01-02T19:30:35Z","Climate change only exists on TV"
"bob smith","2023-01-02T14:54:24Z","Lefty propaganda. FJB"
"Jak Urdadov","2023-01-02T02:04:38Z","John Stossel wouldn't know The Truth if it stuck its dick into his mouth."
"john rawlins","2023-01-02T00:44:34Z","I think it's a load old b llocks"
"Phillip Imsdahl","2023-01-01T21:00:38Z","Thank you sir you are doing a great service."
"James Ritz","2023-01-01T16:43:15Z","All bull shit"
"Ingrid Arvidsson","2023-01-01T14:44:37Z","Let the sience self say it. Not oter people. Not 95 % of them are true."
"Lester Penner","2023-01-01T11:05:53Z","Global warming just another excuse for more tyranny and corruption. Rich get richer and poor get more poor."
"Artie Jones","2023-01-01T03:23:00Z","It’s best for everything is to have nuclear power.  If you nayer, google in YouTube."
"Jim Small (EIMB)","2022-12-31T22:23:15Z","There is NO CLIMATE CHANGE caused by Human activity any more than there is from all other life on Earth. Full stop. There is NO WAY humans can affect the climate. It's physically impossible."
"Wendy-lee Morris Sirrom","2022-12-31T18:30:45Z","Honesty is gone liars in charge."
"Rip Rush","2022-12-31T17:09:52Z","Climate change is a hoax. In the 1960’s oil was going to run out in 10 years. In the 70’s it was another ice age in 10 years. In the 80’s it was acid rain would destroy all the crops, in 10 years. In the 90’s it was the ozone layer would be destroyed in 10 years. In the 2000’s it was the Glaciers that would be melted in 10 years. In the 2010’s it was the East and west coast would be under water because of rising sea levels, in 10 years.  None of this fear mongering nonsense came true, but it did result in higher taxes every time.  Democrats are good at two things, wasting money and destroying America!"
"King Henry","2022-12-31T16:13:13Z","his 'Green""  house is still connected to the grid"
"victor potter","2022-12-31T13:56:02Z","Stossel is one of about 10 REAL Journalists in the world today. Keep up the great work, John!"
"Cor Underground Religion","2022-12-31T03:37:46Z","Climate change is part of woke"
"Lawrence","2022-12-31T03:27:13Z","1. You can stand all of the world's 8 billion people in a square 45 km x 45 km with no-one anywhere else on the entire planet. So the world is very underpopulated and those who think otherwise watch too much TV.

2. There is no climate change. The weather is the same as it's always been.

3. Greenhouse gases are not the cause of heat: they are the result of heat. So even if the world were warming up, so-called Greenhouse gases would have nothing to do with it.

4. The climate change agenda was initially started by U.S intelligence to substitute for the tension that would disappear with the downing of the Iron Curtain/Berlin Wall in 1989. It was designed to keep everyone distracted and all coming back to a common goal so that you didn't get 190 nations running off on their own agenda and 'threatening' U.S national security. Since then it has morphed into a quasi-religion and has been utilised by wacko aristocrats who think the world is over-populated, to curb population growth and introduce world-wide socialism."
"rollingthunder277","2022-12-30T14:47:11Z","Climate change activism is no different from the McCarthy hearings and pledges of patriotism. In the end, nothing changed"
"ADV orlando","2022-12-30T02:12:54Z","All the concern about carbon dioxide is missing the deforestation of Jungles worldwide.  The greatest deterrent against too much CO2 is the plants that absorb CO2 for photosynthesis. Stop urban sprawl and destruction of jungles and forests on a global scale and let natures balances do the work.  Wind and solar can help, but it is not the sole solution."
"Chris L","2022-12-29T22:59:13Z","Obama is not qualified to say if science is settled or not.  Actually, science is never settled, and certainly not by consensus."
"Alan George Hayman","2022-12-29T17:08:25Z","Why is his house near water if the water is going to rise 15 to 20 feet . A Conpleat Wanker. In it for the money."
"stevekerp1","2022-12-29T16:51:04Z","I would submit that the average ecological activist does NOT know that the atmosphere is only four-tenths of one percent carbon dioxide.   That's all.  And it's consistent.  Over 99% of what we breathe is NOT CO2.  So panicking about increasing CO2 is just plain stupid."
"Tudworty J McGuern","2022-12-29T06:57:42Z","i do believe somebody should tell those in buffalo ny that 8' of snow is their imagination. i, for one, had high hopes for global warming but da gument aint filling my pockets"
"Lesco Brandon","2022-12-28T23:01:25Z","The danger of warmer climate would be more food being grown? I am writing this just after a huge 2022 blizzard that killed many people in the United States."
